"Site","Block","Plot","Year","Subplot","Trt","category","biomass"
"SEV.blue",3,20,2018,2,"chr","BOGR2",46.012865
"SEV.blue",10,5,2018,1,"chr","BOGR2",47.5096
"SEV.blue",6,14,2018,3,"chr","BOGR2",66.18769
"SEV.blue",3,20,2018,1,"chr","BOGR2",80.1152
"SEV.blue",7,11,2016,4,"chr","ARAD",1.12
"SEV.blue",3,20,2017,3,"chr","ARAD",2.121
"SEV.blue",4,27,2014,3,"chr","SATR12",42.14485
"SEV.blue",7,11,2014,3,"chr","SATR12",48.7993
"SEV.blue",8,9,2014,1,"chr","SATR12",50.8158
"SEV.blue",7,11,2014,4,"chr","SATR12",58.4785
"SEV.blue",1,31,2017,1,"chr","SATR12",43.1531
"SEV.blue",1,31,2017,2,"chr","SATR12",51.42075
"SEV.blue",8,9,2017,4,"chr","SATR12",82.2732
"SEV.blue",3,20,2013,4,"chr","ESVIV",1.795
"SEV.blue",6,14,2016,3,"chr","PLPA2",2.6867
"SEV.blue",3,20,2016,2,"chr","PLPA2",3.0418
"SEV.blue",6,14,2016,4,"chr","PLPA2",3.4371
"SEV.blue",10,5,2016,2,"chr","PLPA2",3.7185
"SEV.blue",5,18,2015,3,"chr","OECA10",0.468875
"SEV.blue",9,3,2014,2,"chr","EUEX4",2.2775
"SEV.blue",5,18,2014,1,"chr","CHSE7",2.0865
"SEV.blue",7,11,2017,3,"chr","ALIN",11.32
"SEV.blue",1,31,2016,4,"chr","CHAL11",15.96375
"SEV.blue",5,18,2016,3,"chr","CHAL11",19.09845
"SEV.blue",1,31,2016,1,"chr","CHAL11",19.86471
"SEV.blue",5,18,2017,3,"chr","CHAL11",16.86
"SEV.blue",1,31,2017,4,"chr","TRRA",0.7975
"SEV.blue",4,27,2015,1,"chr","LOPL2",3.844775
"SEV.blue",4,27,2016,4,"chr","LOPL2",4.68875
"SEV.blue",1,31,2018,3,"chr","GLBI2",0.468875
"SEV.blue",4,27,2016,4,"chr","CHIN2",2.846875
"SEV.blue",5,18,2016,2,"chr","SPPO6",20.3405
"SEV.blue",3,20,2016,3,"chr","SPPO6",23.93
"SEV.blue",2,24,2016,1,"chr","SPPO6",24.52825
"SEV.blue",2,24,2015,3,"chr","LEDE",1.62475
"SEV.blue",9,3,2016,1,"chr","LEDE",1.261
"SEV.blue",4,27,2016,4,"chr","DEPI",2.6257
"SEV.blue",7,11,2017,3,"chr","MAPIP",15.4401
"SEV.blue",1,31,2016,3,"chr","CRCR3",39.083
"SEV.blue",6,14,2017,1,"chr","ASFE2",2.035
"SEV.blue",5,18,2017,4,"chr","ASFE2",2.2385
"SEV.blue",4,27,2018,3,"chr","ASFE2",2.13675
"SGS",2,4,2015,1,"con","CAREX",17.3
"SGS",7,20,2015,3,"con","CAREX",19.3
"SGS",4,10,2015,2,"con","CAREX",25.1
"SGS",8,23,2017,2,"con","CAREX",19.1
"SGS",10,30,2014,3,"con","C3",108
"SGS",2,4,2015,1,"con","C3",99.7
"SGS",6,16,2015,2,"con","C3",130.8
"SGS",10,30,2012,1,"con","FORB",144.6
"SGS",8,23,2014,1,"con","FORB",146
"SGS",3,8,2014,2,"con","FORB",165.4
"SGS",8,23,2014,2,"con","FORB",178.5
"SGS",3,8,2014,1,"con","FORB",183.7
"SGS",5,13,2014,1,"con","FORB",185.7
"SGS",3,8,2014,3,"con","FORB",195.8
"SGS",9,27,2015,2,"con","BUDA",77.2
"SGS",2,4,2012,2,"con","C4",45.4
"SGS",10,30,2017,2,"con","WOODY",286.1
"SGS",1,1,2017,1,"con","WOODY",324.1
"SGS",7,20,2014,1,"con","BOGR",123.9
"SGS",9,27,2014,3,"con","BOGR",146.2
"SGS",10,30,2012,1,"con","PYD",335.8
"SGS",8,23,2017,2,"con","PYD",265.6
"SGS",4,10,2017,1,"con","PYD",288.5
"SGS",10,30,2017,3,"con","PYD",308.9
"SGS",4,10,2017,2,"con","PYD",309.3
"SGS",2,4,2017,2,"con","PYD",355.7
"SGS",9,25,2013,1,"chr","CAREX",24.6
"SGS",5,14,2014,3,"chr","CAREX",19.5
"SGS",5,14,2014,1,"chr","CAREX",24
"SGS",5,14,2014,2,"chr","CAREX",28.7
"SGS",9,25,2015,1,"chr","CAREX",17.8
"SGS",9,25,2013,2,"chr","FORB",517.4
"SGS",1,2,2013,1,"chr","FORB",563.4
"SGS",2,6,2013,3,"chr","FORB",1438.7
"SGS",4,12,2013,2,"chr","BUDA",41.1
"SGS",4,12,2015,1,"chr","BUDA",33
"SGS",2,6,2016,2,"chr","C4",29.9
"SGS",4,12,2013,3,"chr","BOGR",149.3
"SGS",2,6,2014,2,"chr","BOGR",157.9
"SGS",10,29,2015,1,"chr","PYD",235.4
"SGS",2,6,2016,2,"chr","PYD",239.5
"SGS",7,21,2017,1,"chr","PYD",209.3
"SGS",4,12,2017,2,"chr","PYD",209.6
"SGS",2,6,2017,2,"chr","PYD",218.2
"SGS",10,29,2017,3,"chr","PYD",242.4
"SGS",8,24,2017,3,"chr","WOODY",196.2
"SGS",1,2,2015,1,"chr","C3",115.8
"SGS",4,12,2016,2,"chr","C3",118.3
"SGS",10,28,2013,1,"int","CAREX",12.6
"SGS",8,22,2014,1,"int","CAREX",11.5
"SGS",1,3,2015,2,"int","CAREX",12.1
"SGS",2,5,2015,2,"int","CAREX",15.1
"SGS",4,11,2013,2,"int","FORB",437.3
"SGS",2,5,2013,2,"int","FORB",795.7
"SGS",2,5,2014,3,"int","FORB",284.7
"SGS",2,5,2014,2,"int","FORB",358.3
"SGS",3,9,2014,2,"int","BUDA",69
"SGS",3,9,2014,1,"int","C3",105
"SGS",2,5,2015,2,"int","C3",100.4
"SGS",2,5,2016,1,"int","C3",111.6
"SGS",2,5,2016,3,"int","C3",135.5
"SGS",1,3,2013,3,"int","BOGR",127.7
"SGS",4,11,2013,1,"int","BOGR",157.4
"SGS",9,26,2013,1,"int","PYD",345.7
"SGS",7,19,2014,2,"int","PYD",332.7
"SGS",3,9,2017,2,"int","PYD",228.5
"SGS",3,9,2017,3,"int","PYD",231.5
"SGS",10,28,2017,2,"int","WOODY",389.5
"KNZ",1,2,2013,3,"chr","FORB",113.7
"KNZ",9,26,2014,3,"chr","FORB",118.5
"KNZ",1,2,2014,2,"chr","FORB",169.2
"KNZ",1,2,2014,3,"chr","FORB",187.5
"KNZ",4,10,2015,2,"chr","FORB",112.9
"KNZ",1,2,2016,1,"chr","FORB",131.7
"KNZ",8,24,2013,3,"chr","C3",44
"KNZ",1,2,2015,3,"chr","C3",46.6
"KNZ",9,26,2015,2,"chr","SCSC",472.7
"KNZ",6,17,2015,2,"chr","SCSC",539.5
"KNZ",4,10,2013,3,"chr","C4",277.5
"KNZ",10,28,2013,1,"chr","PYD",78.4
"KNZ",2,6,2014,3,"chr","PYD",162.5
"KNZ",7,20,2015,1,"chr","PYD",113.3
"KNZ",9,26,2013,1,"chr","ANGE",570
"KNZ",3,7,2015,2,"chr","ANGE",548.4
"KNZ",9,26,2014,3,"chr","CAREX",78.4
"KNZ",7,20,2015,1,"chr","CAREX",56.5
"KNZ",1,2,2015,2,"chr","CAREX",60.9
"KNZ",1,2,2015,3,"chr","CAREX",61.8
"KNZ",1,2,2015,1,"chr","SONU",911.4
"KNZ",8,23,2013,1,"con","FORB",357.1
"KNZ",1,3,2015,3,"con","FORB",873.7
"KNZ",6,16,2014,3,"con","C3",64.3
"KNZ",6,16,2014,2,"con","PYD",63.9
"KNZ",6,16,2014,3,"con","PYD",65.9
"KNZ",6,16,2015,2,"con","PYD",57.1
"KNZ",9,27,2015,1,"con","PYD",80.3
"KNZ",3,9,2015,2,"con","PYD",82
"KNZ",3,9,2017,3,"con","C4",471.7
"KNZ",9,27,2014,1,"con","WOODY",248.9
"KNZ",6,16,2014,3,"con","CAREX",69.3
"KNZ",4,12,2015,2,"con","CAREX",73.6
"KNZ",9,27,2016,2,"con","CAREX",64.5
"KNZ",4,12,2016,2,"con","CAREX",68.7
"KNZ",8,23,2015,1,"con","SONU",626.3
"KNZ",8,23,2015,2,"con","SONU",1081.3
"KNZ",7,19,2013,2,"con","ANGE",761.2
"KNZ",2,4,2016,2,"con","ANGE",689.5
"KNZ",3,9,2014,3,"con","SPAS",173.2
"KNZ",1,1,2013,3,"int","C4",263.8
"KNZ",2,5,2015,1,"int","C4",137.4
"KNZ",10,29,2013,3,"int","FORB",270.8
"KNZ",10,29,2014,3,"int","FORB",331.7
"KNZ",10,29,2015,3,"int","FORB",189.4
"KNZ",2,5,2013,2,"int","ANGE",669.6
"KNZ",2,5,2015,3,"int","ANGE",560.5
"KNZ",1,1,2013,3,"int","PYD",83.1
"KNZ",7,21,2015,2,"int","PYD",59.4
"KNZ",1,1,2015,2,"int","PYD",80.3
"KNZ",10,29,2016,3,"int","C3",23.2
"KNZ",2,5,2013,1,"int","CAREX",54.3
"KNZ",10,29,2014,3,"int","CAREX",49.3
"KNZ",1,1,2015,3,"int","CAREX",57.4
"KNZ",3,8,2013,3,"int","SONU",305.3
"KNZ",1,1,2014,1,"int","SONU",287.7
"KNZ",3,8,2014,2,"int","SONU",293.3
"KNZ",3,8,2015,2,"int","SONU",289.7
"KNZ",10,29,2013,3,"int","SCSC",429.8
"KNZ",9,25,2013,1,"int","SCSC",446.6
"KNZ",10,29,2013,2,"int","SCSC",453.8
"KNZ",9,25,2013,2,"int","SCSC",464
"KNZ",9,25,2014,2,"int","SPAS",145.7
